Accessible data table begins in Cell A5. Item descriptions are contained within input messages in Cell G5 through Cell AI5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General Relief and Interim Assistance to Applicants for SSI/SSP
Monthly Caseload and Expenditure Report
(GR 237)",,,,,,,PART A.  CASELOAD (GENERAL RELIEF AND INTERIM ASSISTANCE),,,,,,PART B.  CASELOAD AND EXPENDITURES,,,,,,,,,,,PART C.  SSI/SSP INTERIM ASSISTANCE,,,,,,,,,,,PART E. NET GENERAL RELIEF EXPENDITURES,
,,,,,,,Adjustment,"1. Cases
brought
forward","2. Cases 
added
during 
month",3. Total cases available during month,4. Cases discontinued during month,5. Cases carried forward to next month,6. Total cases,a. Family cases,b. One-person cases,6. Total cases,a. Family cases,b. One-person cases,6. Total GR,(1) Amount in cash,(2) Amount in kind,a. Family cases,b. One-person cases,7. Cases added during month,8. Total SSA checks disposed of during month,8a. Disposed within 1-10 working days,9. SSA sent SSI/SSP check directly to recipient,10. Denial notice received,"11. Reimburse-
ments during the month",11a. SSA check received,11b. Repaid by recipient,"11. Reimburse-
ments during the month",11a. SSA check received,11b. Repaid by recipient,,
,,,,,,,,,,,,,"CASES
A",,,"PERSONS
B",,,"AMOUNT
C",,,,,,,,,,"CASES
A",,,"AMOUNT
C",,,"Net General Relief
Expenditure (Column C 
Items 6 - Item 11)",
Aug17,8,2017,Siskiyou,47,2017-18,2017,0,27,*,37,*,28,32,0,32,32,0,32,9051,9051,0,0,9051,0,0,0,0,0,0,0,0,120,0,120,8931,
Aug17,8,2017,Solano,48,2017-18,2017,*,441,218,659,218,441,672,0,672,672,0,672,246757,246757,0,0,246757,*,16,16,0,25,16,16,0,71953,71953,0,174804,
Aug17,8,2017,Sonoma,49,2017-18,2017,0,244,78,322,67,255,322,*,321,323,*,321,58616,26974,31642,159,58457,*,0,0,0,0,0,0,0,23774,23774,0,34842,
Aug17,8,2017,Stanislaus,50,2017-18,2017,0,143,30,173,30,143,183,*,182,184,*,182,66191,66191,0,450,65741,13,*,*,0,*,*,*,0,15866,14615,1251,50325,
Aug17,8,2017,Sutter,51,2017-18,2017,0,0,*,*,*,0,*,0,*,*,0,*,2274,2274,0,0,2274,*,*,*,0,0,*,*,0,3304,3284,20,-1030,
Aug17,8,2017,Tehama,52,2017-18,2017,0,23,*,27,*,23,27,0,27,27,0,27,4836,4836,0,0,4836,*,*,*,0,*,0,0,0,3496,3380,116,1340,
Aug17,8,2017,Trinity,53,2017-18,2017,0,*,*,*,0,*,*,0,*,*,0,*,731,535,196,0,731,*,0,0,0,0,0,0,0,0,0,0,731,
Aug17,8,2017,Tulare,54,2017-18,2017,0,584,116,700,100,600,571,*,566,576,*,566,110612,110612,0,1592,109020,*,11,11,0,21,11,11,0,41727,41727,0,68885,
Aug17,8,2017,Tuolumne,55,2017-18,2017,0,*,0,*,0,*,*,0,*,*,0,*,1680,819,861,0,1680,0,0,0,0,0,0,0,0,100,0,100,1580,
Aug17,8,2017,Ventura,56,2017-18,2017,-2,319,92,411,100,311,411,*,408,414,*,408,93176,2816,90360,1191,91985,*,*,*,0,23,57,*,50,22102,19865,2237,71074,
Aug17,8,2017,Yolo,57,2017-18,2017,0,104,27,131,16,115,81,*,79,83,*,79,15760,15760,0,543,15217,0,*,*,0,*,*,*,0,1465,1465,0,14295,
Aug17,8,2017,Yuba,58,2017-18,2017,0,11,*,17,*,11,17,0,17,17,0,17,1926,1586,340,0,1926,0,0,0,0,0,*,*,0,843,843,0,1083,
Sep17,9,2017,Statewide,00,2017-18,2017,2724,98089,26179,124268,27127,97141,127562,2609,124953,130369,5416,124953,29111590,28028644,1082946,731079,28380511,6437,848,848,*,1930,886,790,96,2816897,2724050,92847,26294693,
Sep17,9,2017,Alameda,01,2017-18,2017,12,8049,1089,9138,1174,7964,9054,171,8883,9225,342,8883,3128196,3128196,0,90920,3037276,*,53,53,0,260,53,53,0,334639,334639,0,2793557,
Sep17,9,2017,Alpine,02,2017-18,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sep17,9,2017,Amador,03,2017-18,2017,0,*,*,*,0,*,*,0,*,*,0,*,1077,1077,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,1077,
Sep17,9,2017,Butte,04,2017-18,2017,0,380,67,447,85,362,445,0,445,445,0,445,147821,147821,0,0,147821,16,15,15,0,0,*,*,*,81858,35177,46681,65963,
Sep17,9,2017,Calaveras,05,2017-18,2017,0,27,*,30,*,27,27,0,27,27,0,27,7759,7759,0,0,7759,*,0,0,0,0,0,0,0,350,0,350,7409,
Sep17,9,2017,Colusa,06,2017-18,2017,0,13,*,14,*,12,*,0,*,*,0,*,1894,1248,646,0,1894,0,0,0,0,0,0,0,0,0,0,0,1894,
Sep17,9,2017,Contra Costa,07,2017-18,2017,-2,608,174,782,193,589,793,0,793,793,0,793,139815,114274,25541,0,139815,*,19,19,0,76,19,19,0,59792,59792,0,80023,
Sep17,9,2017,Del Norte,08,2017-18,2017,0,*,*,*,0,*,*,0,*,*,0,*,1564,0,1564,0,1564,0,0,0,0,0,0,0,0,0,0,0,1564,
Sep17,9,2017,El Dorado,09,2017-18,2017,0,67,26,93,22,71,68,0,68,68,0,68,8599,6614,1985,0,8599,0,0,0,0,0,*,*,*,5408,4641,767,3191,
Sep17,9,2017,Fresno,10,2017-18,2017,11,2642,460,3102,538,2564,3251,*,3246,3256,*,3246,724592,724592,0,1871,722721,111,42,42,0,107,42,42,0,93396,93396,0,631196,
Sep17,9,2017,Glenn,11,2017-18,2017,0,15,*,21,*,16,15,0,15,15,0,15,6982,4820,2162,0,6982,0,0,0,0,0,0,0,0,0,0,0,6982,
Sep17,9,2017,Humboldt,12,2017-18,2017,0,173,52,225,67,158,225,0,225,225,0,225,54828,54503,325,0,54828,*,*,*,0,*,*,*,*,22758,14694,8064,32070,
Sep17,9,2017,Imperial,13,2017-18,2017,0,67,11,78,12,66,58,0,58,58,0,58,10870,2780,8090,0,10870,0,0,0,0,0,0,0,0,0,0,0,10870,
Sep17,9,2017,Inyo,14,2017-18,2017,0,28,*,34,*,30,34,0,34,34,0,34,12592,12592,0,0,12592,0,0,0,0,0,0,0,0,0,0,0,12592,
Sep17,9,2017,Kern,15,2017-18,2017,0,835,273,1108,258,850,1085,0,1085,1085,0,1085,278755,278755,0,0,278755,273,*,*,0,37,*,*,0,12967,12967,0,265788,
Sep17,9,2017,Kings,16,2017-18,2017,0,31,34,65,*,64,64,*,63,65,*,63,10030,0,10030,475,9555,0,0,0,0,0,0,0,0,25,0,25,10005,
Sep17,9,2017,Lake,17,2017-18,2017,0,*,0,*,0,*,*,0,*,*,0,*,1461,1461,0,0,1461,0,0,0,0,0,0,0,0,0,0,0,1461,
Sep17,9,2017,Lassen,18,2017-18,2017,0,64,14,78,18,60,60,*,59,60,*,59,20000,20000,0,275,19725,*,0,0,0,*,0,0,0,1865,1680,185,18135,
Sep17,9,2017,Los Angeles,19,2017-18,2017,2713,60515,17942,78457,18788,59669,84493,2286,82207,86978,4771,82207,17090287,16938597,151690,545884,16544403,5681,402,402,0,900,402,402,0,1216099,1216099,0,15874188,
Sep17,9,2017,Madera,20,2017-18,2017,0,149,11,160,20,140,118,*,113,123,*,113,27399,27399,0,2570,24829,0,0,0,0,0,*,*,0,13436,13436,0,13963,
Sep17,9,2017,Marin,21,2017-18,2017,-2,580,60,640,81,559,595,0,595,595,0,595,203993,203993,0,0,203993,*,*,*,0,*,*,*,*,12909,11675,1234,191084,
Sep17,9,2017,Mariposa,22,2017-18,2017,0,0,27,27,27,0,27,0,27,27,0,27,5885,5885,0,0,5885,0,0,0,0,0,0,0,0,0,0,0,5885,
Sep17,9,2017,Mendocino,23,2017-18,2017,0,39,18,57,11,46,46,0,46,46,0,46,11417,9180,2237,0,11417,*,0,0,0,*,0,0,0,243,0,243,11174,
Sep17,9,2017,Merced,24,2017-18,2017,0,83,*,90,*,85,85,0,85,85,0,85,12960,12960,0,0,12960,*,0,0,0,*,0,0,0,0,0,0,12960,
Sep17,9,2017,Modoc,25,2017-18,2017,0,23,*,28,*,19,19,0,19,19,0,19,4339,4339,0,0,4339,*,0,0,0,0,*,*,0,944,944,0,3395,
Sep17,9,2017,Mono,26,2017-18,2017,0,*,*,*,0,*,*,0,*,*,0,*,766,766,0,0,766,0,0,0,0,0,0,0,0,0,0,0,766,
Sep17,9,2017,Monterey,27,2017-18,2017,0,350,77,427,87,340,409,*,404,414,*,404,118079,116656,1423,2103,115976,11,12,12,0,*,12,12,0,25160,24962,198,92919,
Sep17,9,2017,Napa,28,2017-18,2017,0,17,*,21,*,18,22,0,22,22,0,22,3336,0,3336,0,3336,0,0,0,0,0,0,0,0,0,0,0,3336,
Sep17,9,2017,Nevada,29,2017-18,2017,0,66,23,89,19,70,70,0,70,70,0,70,7605,7605,0,0,7605,0,*,*,0,0,*,*,0,623,593,30,6982,
Sep17,9,2017,Orange,30,2017-18,2017,0,4267,1182,5449,1218,4231,4159,53,4106,4212,106,4106,1199901,1189001,10900,23324,1176577,*,28,28,0,64,25,*,16,110720,101778,8942,1089181,
Sep17,9,2017,Placer,31,2017-18,2017,0,316,118,434,119,315,406,*,404,408,*,404,74849,74849,0,838,74011,*,*,*,0,21,*,*,0,3353,3353,0,71496,
Sep17,9,2017,Plumas,32,2017-18,2017,0,30,*,32,*,23,26,0,26,26,0,26,4441,2886,1555,0,4441,0,*,*,0,0,*,0,*,5212,4156,1056,-771,
Sep17,9,2017,Riverside,33,2017-18,2017,0,112,*,120,*,113,113,*,112,114,*,112,26331,0,26331,361,25970,0,*,*,0,0,*,0,*,16187,10148,6039,10144,
Sep17,9,2017,Sacramento,34,2017-18,2017,-20,3723,1088,4811,981,3830,4911,22,4889,4933,44,4889,1023128,861276,161852,6106,1017022,0,72,72,0,0,46,46,0,105230,105230,0,917898,
Sep17,9,2017,San Benito,35,2017-18,2017,0,92,15,107,28,79,79,0,79,79,0,79,22097,22097,0,0,22097,*,0,0,0,0,0,0,0,50,0,50,22047,
Sep17,9,2017,San Bernardino,36,2017-18,2017,0,355,20,375,33,342,340,*,339,341,*,339,87113,87113,0,437,86676,17,*,*,0,*,*,*,0,33666,31736,1930,53447,
Sep17,9,2017,San Diego,37,2017-18,2017,0,3290,870,4160,887,3273,3175,*,3167,3183,16,3167,963750,963498,252,3083,960667,49,42,42,0,67,42,41,*,174980,174693,287,788770,
Sep17,9,2017,San Francisco,38,2017-18,2017,*,4133,619,4752,644,4108,4767,*,4758,4776,18,4758,1889120,1739593,149527,4303,1884817,51,51,51,0,120,51,51,0,264138,264138,0,1624982,
Sep17,9,2017,San Joaquin,39,2017-18,2017,0,773,232,1005,289,716,924,*,919,929,*,919,122065,5830,116235,1089,120976,*,0,0,*,*,*,*,*,10126,8223,1903,111939,
Sep17,9,2017,San Luis Obispo,40,2017-18,2017,0,202,53,255,53,202,253,0,253,253,0,253,71179,70976,203,0,71179,43,*,*,0,24,*,*,0,3775,3775,0,67404,
Sep17,9,2017,San Mateo,41,2017-18,2017,0,327,62,389,60,329,435,0,435,435,0,435,123076,21453,101623,0,123076,0,*,*,0,0,*,*,0,12250,12250,0,110826,
Sep17,9,2017,Santa Barbara,42,2017-18,2017,*,326,147,473,155,318,474,*,472,476,*,472,56931,34334,22597,398,56533,19,*,*,0,27,*,*,0,7788,7576,212,49143,
Sep17,9,2017,Santa Clara,43,2017-18,2017,*,2844,721,3565,544,3021,3555,16,3539,3571,32,3539,638371,488105,150266,41140,597231,*,37,37,0,38,37,37,0,59635,59635,0,578736,
Sep17,9,2017,Santa Cruz,44,2017-18,2017,0,269,66,335,69,266,251,*,247,255,*,247,55947,55947,0,1197,54750,66,*,*,0,11,0,0,0,4418,4215,203,51529,
Sep17,9,2017,Shasta,45,2017-18,2017,0,254,45,299,43,256,301,0,301,301,0,301,87733,87733,0,0,87733,0,*,*,0,15,*,*,*,32624,29219,3405,55109,
Sep17,9,2017,Sierra,46,2017-18,2017,0,*,*,*,*,*,*,0,*,*,0,*,1406,725,681,0,1406,0,0,0,0,0,0,0,0,0,0,0,1406,
Sep17,9,2017,Siskiyou,47,2017-18,2017,0,28,11,39,12,27,28,0,28,28,0,28,9868,9868,0,0,9868,0,0,0,0,0,*,*,0,2462,2248,214,7406,
Sep17,9,2017,Solano,48,2017-18,2017,-3,438,208,646,210,436,656,0,656,656,0,656,235043,235043,0,0,235043,12,11,11,0,55,11,11,0,29557,29557,0,205486,
Sep17,9,2017,Sonoma,49,2017-18,2017,0,255,65,320,72,248,320,*,319,321,*,319,58909,26381,32528,197,58712,*,0,0,0,0,*,*,0,12453,12453,0,46456,
Sep17,9,2017,Stanislaus,50,2017-18,2017,0,143,24,167,32,135,177,*,175,179,*,175,86387,86387,0,850,85537,12,*,*,0,*,*,0,*,10171,8285,1886,76216,
Sep17,9,2017,Sutter,51,2017-18,2017,0,0,*,*,*,0,*,0,*,*,0,*,2449,2449,0,0,2449,*,0,0,0,0,0,0,0,40,0,40,2409,
Sep17,9,2017,Tehama,52,2017-18,2017,0,23,*,26,*,18,26,0,26,26,0,26,4729,4729,0,0,4729,*,*,*,0,0,*,*,0,2986,2787,199,1743,
Sep17,9,2017,Trinity,53,2017-18,2017,0,*,*,*,0,*,*,0,*,*,0,*,2265,1047,1218,0,2265,*,0,0,0,0,0,0,0,0,0,0,2265,
Sep17,9,2017,Tulare,54,2017-18,2017,0,600,92,692,103,589,562,*,559,565,*,559,103358,103358,0,1075,102283,*,11,11,0,31,11,11,0,20491,20491,0,82867,
Sep17,9,2017,Tuolumne,55,2017-18,2017,0,*,*,13,0,13,13,0,13,13,0,13,12823,819,12004,0,12823,0,0,0,0,0,0,0,0,150,0,150,12673,
Sep17,9,2017,Ventura,56,2017-18,2017,*,312,90,402,79,323,395,*,391,399,*,391,88158,2577,85581,2341,85817,*,*,*,0,38,56,*,55,11711,3409,8302,76447,
Sep17,9,2017,Yolo,57,2017-18,2017,0,115,20,135,27,108,86,*,84,88,*,84,15186,15186,0,242,14944,0,0,0,0,*,0,0,0,0,0,0,15186,
Sep17,9,2017,Yuba,58,2017-18,2017,0,11,*,15,*,13,17,0,17,17,0,17,2076,1512,564,0,2076,0,0,0,0,*,*,0,*,252,0,252,1824,
Oct17,10,2017,Statewide,00,2017-18,2018,2535,99660,24864,124524,28962,95562,127671,2620,125051,130495,5444,125051,29150206,28078620,*,737898,28412308,6417,1076,1076,17,1604,1118,1035,83,4343194,4282955,60239,24807012,
Oct17,10,2017,Alameda,01,2017-18,2018,-8,7956,1196,9152,1141,8011,9085,167,8918,9252,334,8918,3144498,3144498,0,87804,3056694,*,136,136,0,154,136,136,0,1014284,1014284,0,2130214,
Oct17,10,2017,Alpine,02,2017-18,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Oct17,10,2017,Amador,03,2017-18,2018,0,*,*,*,*,*,*,0,*,*,0,*,1282,1282,0,0,1282,*,0,0,0,0,*,*,0,169,169,0,1113,
Oct17,10,2017,Butte,04,2017-18,2018,0,362,85,447,80,367,447,0,447,447,0,447,148787,148787,0,0,148787,21,16,16,0,0,*,*,*,116815,87297,29518,31972,
Oct17,10,2017,Calaveras,05,2017-18,2018,0,27,*,31,*,26,26,0,26,26,0,26,6706,6706,0,0,6706,*,0,0,0,0,*,*,0,5560,5100,460,1146,
Oct17,10,2017,Colusa,06,2017-18,2018,0,12,0,12,0,12,*,0,*,*,0,*,2061,1415,646,0,2061,0,0,0,0,0,0,0,0,240,0,240,1821,
Oct17,10,2017,Contra Costa,07,2017-18,2018,-3,586,149,735,215,520,754,0,754,754,0,754,133137,110226,22911,0,133137,*,30,30,0,63,30,30,0,86495,86495,0,46642,
Oct17,10,2017,Del Norte,08,2017-18,2018,0,*,0,*,*,*,*,0,*,*,0,*,1144,0,1144,0,1144,0,0,0,0,0,0,0,0,0,0,0,1144,
Oct17,10,2017,El Dorado,09,2017-18,2018,0,71,36,107,32,75,75,0,75,75,0,75,10228,8574,1654,0,10228,0,0,0,0,0,0,0,0,503,0,503,9725,
Oct17,10,2017,Fresno,10,2017-18,2018,31,2595,526,3121,571,2550,3241,*,3236,3246,*,3236,715449,715449,0,1871,713578,135,37,37,0,96,37,37,0,93264,93264,0,622185,
Oct17,10,2017,Glenn,11,2017-18,2018,0,16,*,18,*,12,15,0,15,15,0,15,6026,4229,1797,0,6026,0,0,0,0,0,*,*,0,1740,1740,0,4286,
Oct17,10,2017,Humboldt,12,2017-18,2018,0,158,62,220,81,139,220,0,220,220,0,220,59234,58064,1170,0,59234,*,*,*,0,0,*,0,*,28595,23478,5117,30639,
Oct17,10,2017,Imperial,13,2017-18,2018,0,66,*,76,*,74,49,0,49,49,0,49,12479,3309,9170,0,12479,0,0,0,0,0,0,0,0,0,0,0,12479,
Oct17,10,2017,Inyo,14,2017-18,2018,0,30,*,34,*,26,34,0,34,34,0,34,11362,11362,0,0,11362,*,0,0,0,0,0,0,0,0,0,0,11362,
Oct17,10,2017,Kern,15,2017-18,2018,0,850,282,1132,280,852,1071,0,1071,1071,0,1071,267063,267063,0,0,267063,282,*,*,0,37,*,*,*,30555,29962,593,236508,
Oct17,10,2017,Kings,16,2017-18,2018,0,64,28,92,20,72,72,0,72,72,0,72,8818,0,8818,0,8818,0,0,0,0,0,0,0,0,25,0,25,8793,
Oct17,10,2017,Lake,17,2017-18,2018,0,*,*,*,0,*,*,0,*,*,0,*,370,370,0,0,370,0,0,0,0,0,0,0,0,0,0,0,370,
Oct17,10,2017,Lassen,18,2017-18,2018,0,60,11,71,19,52,52,0,52,52,0,52,16794,16794,0,0,16794,*,0,0,0,*,*,0,*,2107,927,1180,14687,
Oct17,10,2017,Los Angeles,19,2017-18,2018,2484,62153,16545,78698,20328,58370,84700,2294,82406,87197,4791,82406,17164805,17011417,153388,548463,16616342,5608,538,538,0,745,538,538,0,1789302,1789302,0,15375503,
Oct17,10,2017,Madera,20,2017-18,2018,0,140,*,150,17,133,114,*,110,118,*,110,26811,26811,0,1988,24823,0,0,0,0,0,0,0,0,0,0,0,26811,
Oct17,10,2017,Marin,21,2017-18,2018,0,559,85,644,49,595,557,0,557,557,0,557,193527,193527,0,0,193527,*,*,*,0,*,*,*,0,9115,8436,679,184412,
Oct17,10,2017,Mariposa,22,2017-18,2018,0,0,30,30,30,0,30,0,30,30,0,30,6970,6970,0,0,6970,0,0,0,0,0,0,0,0,0,0,0,6970,
Oct17,10,2017,Mendocino,23,2017-18,2018,0,46,17,63,15,48,48,0,48,48,0,48,12196,9943,2253,0,12196,*,*,*,0,*,*,0,*,7821,7791,30,4375,
Oct17,10,2017,Merced,24,2017-18,2018,0,85,*,92,*,85,85,0,85,85,0,85,12732,12732,0,0,12732,0,0,0,0,*,0,0,0,0,0,0,12732,
Oct17,10,2017,Modoc,25,2017-18,2018,0,19,16,35,*,28,28,0,28,28,0,28,7422,7422,0,0,7422,*,0,0,0,0,0,0,0,0,0,0,7422,
Oct17,10,2017,Mono,26,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,766,766,0,0,766,0,0,0,0,0,0,0,0,0,0,0,766,
Oct17,10,2017,Monterey,27,2017-18,2018,0,340,87,427,80,347,425,*,424,426,*,424,125410,125141,269,680,124730,*,*,*,0,*,*,*,0,31878,31713,165,93532,
Oct17,10,2017,Napa,28,2017-18,2018,0,18,*,21,*,14,22,0,22,22,0,22,2568,0,2568,0,2568,0,0,0,0,0,0,0,0,0,0,0,2568,
Oct17,10,2017,Nevada,29,2017-18,2018,0,70,13,83,*,73,73,0,73,73,0,73,7673,7605,68,0,7673,*,*,*,0,0,*,*,0,2428,2360,68,5245,
Oct17,10,2017,Orange,30,2017-18,2018,0,4231,1203,5434,1215,4219,4142,61,4081,4204,123,4081,1215701,1203951,11750,28154,1187547,18,25,25,0,46,16,*,12,82028,74419,7609,1133673,
Oct17,10,2017,Placer,31,2017-18,2018,0,315,130,445,117,328,418,*,415,421,*,415,73359,73359,0,1108,72251,*,*,*,0,15,*,*,0,25215,25215,0,48144,
Oct17,10,2017,Plumas,32,2017-18,2018,0,23,*,28,*,21,23,0,23,23,0,23,3993,2600,1393,0,3993,0,0,0,0,0,*,0,*,439,0,439,3554,
Oct17,10,2017,Riverside,33,2017-18,2018,16,113,*,116,12,104,104,*,103,105,*,103,28200,0,28200,361,27839,*,*,*,0,0,*,*,0,9008,8913,95,19192,
Oct17,10,2017,Sacramento,34,2017-18,2018,16,3846,976,4822,1065,3757,4894,23,4871,4917,46,4871,991212,827481,163731,6775,984437,0,64,64,0,0,39,39,0,111325,111325,0,879887,
Oct17,10,2017,San Benito,35,2017-18,2018,0,79,31,110,25,85,85,0,85,85,0,85,23956,23956,0,0,23956,*,0,0,0,0,*,*,0,7155,7105,50,16801,
Oct17,10,2017,San Bernardino,36,2017-18,2018,0,342,23,365,28,337,336,*,335,337,*,335,84551,84546,*,437,84114,21,*,*,0,*,*,*,*,41661,36460,5201,42890,
Oct17,10,2017,San Diego,37,2017-18,2018,0,3273,921,4194,913,3281,3216,*,3207,3225,18,3207,981172,981172,0,3627,977545,40,42,42,0,72,42,42,0,150681,150681,0,830491,
Oct17,10,2017,San Francisco,38,2017-18,2018,-9,4099,631,4730,659,4071,4740,*,4730,4750,20,4730,1873988,1728928,145060,5294,1868694,53,53,53,0,109,53,53,0,346411,346411,0,1527577,
Oct17,10,2017,San Joaquin,39,2017-18,2018,0,716,208,924,281,643,889,*,880,898,18,880,102986,5599,97387,1845,101141,17,0,0,17,11,17,17,0,69927,68304,1623,33059,
Oct17,10,2017,San Luis Obispo,40,2017-18,2018,0,202,46,248,57,191,249,0,249,249,0,249,67928,67883,45,0,67928,20,*,*,0,22,*,*,0,30824,30824,0,37104,
Oct17,10,2017,San Mateo,41,2017-18,2018,0,329,51,380,66,314,395,0,395,395,0,395,138930,25200,113730,0,138930,0,*,*,0,0,*,*,0,8465,8465,0,130465,
Oct17,10,2017,Santa Barbara,42,2017-18,2018,0,318,164,482,158,324,484,*,482,486,*,482,58897,34743,24154,338,58559,14,*,*,0,20,*,*,*,5675,5462,213,53222,
Oct17,10,2017,Santa Clara,43,2017-18,2018,*,3025,648,3673,645,3028,3666,13,3653,3679,26,3653,657354,503095,154259,43656,613698,17,23,23,0,49,23,23,0,42304,42304,0,615050,
Oct17,10,2017,Santa Cruz,44,2017-18,2018,0,266,70,336,75,261,250,*,246,254,*,246,59314,59314,0,1312,58002,70,*,*,0,11,*,*,0,10212,10072,140,49102,
Oct17,10,2017,Shasta,45,2017-18,2018,0,256,53,309,52,257,279,0,279,279,0,279,78762,78762,0,0,78762,0,*,*,0,12,*,*,*,31503,29145,2358,47259,
Oct17,10,2017,Sierra,46,2017-18,2018,0,*,*,*,0,*,*,0,*,*,0,*,985,536,449,0,985,0,0,0,0,0,0,0,0,0,0,0,985,
Oct17,10,2017,Siskiyou,47,2017-18,2018,0,27,11,38,*,32,38,0,38,38,0,38,10532,10532,0,0,10532,0,0,0,0,0,0,0,0,165,0,165,10367,
Oct17,10,2017,Solano,48,2017-18,2018,*,441,178,619,203,416,635,0,635,635,0,635,228465,228465,0,0,228465,11,11,11,0,23,11,11,0,46370,46370,0,182095,
Oct17,10,2017,Sonoma,49,2017-18,2018,0,248,42,290,66,224,290,*,289,291,*,289,57896,23607,34289,197,57699,14,0,0,0,14,12,12,0,44665,44665,0,13231,
Oct17,10,2017,Stanislaus,50,2017-18,2018,0,135,23,158,30,128,172,*,170,174,*,170,73709,73709,0,708,73001,13,*,*,0,*,*,*,*,14456,12531,1925,59253,
Oct17,10,2017,Sutter,51,2017-18,2018,0,0,14,14,14,0,14,0,14,14,0,14,4368,4368,0,0,4368,*,*,*,0,0,*,*,0,156,156,0,4212,
Oct17,10,2017,Tehama,52,2017-18,2018,0,18,*,24,*,20,24,0,24,24,0,24,4721,4721,0,0,4721,*,*,*,0,*,*,*,0,987,737,250,3734,
Oct17,10,2017,Trinity,53,2017-18,2018,0,*,0,*,*,*,*,0,*,*,0,*,1693,728,965,0,1693,0,0,0,0,0,0,0,0,0,0,0,1693,
Oct17,10,2017,Tulare,54,2017-18,2018,0,589,111,700,111,589,567,*,562,572,*,562,112297,112297,0,1483,110814,*,*,*,0,26,*,*,0,20351,20351,0,91946,
Oct17,10,2017,Tuolumne,55,2017-18,2018,0,13,*,15,11,*,*,0,*,*,0,*,3052,147,2905,0,3052,0,0,0,0,0,0,0,0,50,0,50,3002,
Oct17,10,2017,Ventura,56,2017-18,2018,-1,322,80,402,99,303,402,*,399,405,*,399,90220,2812,87408,1254,88966,*,*,*,0,33,54,*,49,21314,19771,1543,68906,
Oct17,10,2017,Yolo,57,2017-18,2018,0,108,21,129,24,105,77,*,75,79,*,75,14167,14167,0,543,13624,0,*,*,0,*,*,*,0,279,279,0,13888,
Oct17,10,2017,Yuba,58,2017-18,2018,0,13,*,15,*,*,15,0,15,15,0,15,1480,1480,0,0,1480,0,0,0,0,0,*,*,0,672,672,0,808,
Nov17,11,2017,Statewide,00,2017-18,2018,2685,98247,25029,123276,26228,97048,125977,2580,123397,128770,5373,123397,28903340,27884705,1018635,729866,28173474,6325,561,558,*,1452,638,531,107,1881176,1825559,55617,27022164,
Nov17,11,2017,Alameda,01,2017-18,2018,*,8012,1036,9048,1147,7901,8974,162,8812,9136,324,8812,3098793,3098793,0,88366,3010427,*,11,11,0,190,11,11,0,30455,30455,0,3068338,
Nov17,11,2017,Alpine,02,2017-18,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nov17,11,2017,Amador,03,2017-18,2018,0,*,0,*,*,*,*,0,*,*,0,*,993,993,0,0,993,0,0,0,0,0,0,0,0,0,0,0,993,
Nov17,11,2017,Butte,04,2017-18,2018,0,367,71,438,71,367,438,0,438,438,0,438,146349,146349,0,0,146349,16,*,*,0,0,*,*,*,23745,10210,13535,122604,
Nov17,11,2017,Calaveras,05,2017-18,2018,0,26,*,28,*,26,26,0,26,26,0,26,6411,6411,0,0,6411,*,0,0,0,0,0,0,0,455,0,455,5956,
Nov17,11,2017,Colusa,06,2017-18,2018,0,12,*,13,0,13,*,0,*,*,0,*,1693,782,911,0,1693,0,0,0,0,0,0,0,0,0,0,0,1693,
Nov17,11,2017,Contra Costa,07,2017-18,2018,*,521,176,697,183,514,711,0,711,711,0,711,130094,106442,23652,0,130094,*,*,*,0,62,*,*,0,28307,28307,0,101787,
Nov17,11,2017,Del Norte,08,2017-18,2018,0,*,0,*,*,*,*,0,*,*,0,*,1446,0,1446,0,1446,0,0,0,0,0,0,0,0,0,0,0,1446,
Nov17,11,2017,El Dorado,09,2017-18,2018,0,75,29,104,24,80,80,0,80,80,0,80,9324,6890,2434,0,9324,0,0,0,0,0,0,0,0,399,0,399,8925,
Nov17,11,2017,Fresno,10,2017-18,2018,24,2574,467,3041,509,2532,3154,*,3148,3160,12,3148,694367,694367,0,2271,692096,125,27,27,0,93,27,27,0,85924,85924,0,608443,
Nov17,11,2017,Glenn,11,2017-18,2018,0,12,*,15,*,12,15,0,15,15,0,15,4952,3952,1000,0,4952,0,0,0,0,0,0,0,0,0,0,0,4952,
Nov17,11,2017,Humboldt,12,2017-18,2018,0,139,66,205,58,147,205,0,205,205,0,205,64267,63812,455,0,64267,*,0,0,0,*,22,0,22,16781,0,16781,47486,
Nov17,11,2017,Imperial,13,2017-18,2018,0,74,17,91,*,81,76,0,76,76,0,76,13316,3631,9685,0,13316,0,0,0,0,0,0,0,0,0,0,0,13316,
