Accessible data table begins in Cell A5. Item descriptions are contained within input messages in Cell G5 through Cell AI5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General Relief and Interim Assistance to Applicants for SSI/SSP
Monthly Caseload and Expenditure Report
(GR 237)",,,,,,,PART A.  CASELOAD (GENERAL RELIEF AND INTERIM ASSISTANCE),,,,,,PART B.  CASELOAD AND EXPENDITURES,,,,,,,,,,,PART C.  SSI/SSP INTERIM ASSISTANCE,,,,,,,,,,,PART E. NET GENERAL RELIEF EXPENDITURES,
,,,,,,,Adjustment,"1. Cases
brought
forward","2. Cases 
added
during 
month",3. Total cases available during month,4. Cases discontinued during month,5. Cases carried forward to next month,6. Total cases,a. Family cases,b. One-person cases,6. Total cases,a. Family cases,b. One-person cases,6. Total GR,(1) Amount in cash,(2) Amount in kind,a. Family cases,b. One-person cases,7. Cases added during month,8. Total SSA checks disposed of during month,8a. Disposed within 1-10 working days,9. SSA sent SSI/SSP check directly to recipient,10. Denial notice received,"11. Reimburse-
ments during the month",11a. SSA check received,11b. Repaid by recipient,"11. Reimburse-
ments during the month",11a. SSA check received,11b. Repaid by recipient,,
,,,,,,,,,,,,,"CASES
A",,,"PERSONS
B",,,"AMOUNT
C",,,,,,,,,,"CASES
A",,,"AMOUNT
C",,,"Net General Relief
Expenditure (Column C 
Items 6 - Item 11)",
Nov17,11,2017,Inyo,14,2017-18,2018,0,26,*,31,*,29,31,0,31,31,0,31,10771,10771,0,0,10771,*,0,0,0,0,0,0,0,0,0,0,10771,
Nov17,11,2017,Kern,15,2017-18,2018,0,852,239,1091,244,847,1059,0,1059,1059,0,1059,275237,275237,0,0,275237,239,14,14,0,35,14,14,0,41338,41338,0,233899,
Nov17,11,2017,Kings,16,2017-18,2018,0,72,23,95,43,52,52,0,52,52,0,52,4018,0,4018,0,4018,0,0,0,0,0,0,0,0,35,0,35,3983,
Nov17,11,2017,Lake,17,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,1548,1548,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,1548,
Nov17,11,2017,Lassen,18,2017-18,2018,0,52,13,65,17,48,48,0,48,48,0,48,16401,16401,0,0,16401,*,0,0,0,*,*,0,*,1934,0,1934,14467,
Nov17,11,2017,Los Angeles,19,2017-18,2018,2640,61010,17316,78326,17908,60418,83922,2265,81657,86395,4738,81657,17084355,16941273,143082,544483,16539872,5624,285,285,0,634,285,285,0,887891,887891,0,16196464,
Nov17,11,2017,Madera,20,2017-18,2018,0,133,*,140,*,136,110,*,107,113,*,107,25988,25988,0,1518,24470,0,0,0,0,0,0,0,0,0,0,0,25988,
Nov17,11,2017,Marin,21,2017-18,2018,43,638,54,692,58,634,554,0,554,554,0,554,197432,197432,0,0,197432,*,0,0,0,0,0,0,0,510,0,510,196922,
Nov17,11,2017,Mariposa,22,2017-18,2018,0,0,26,26,26,0,26,0,26,26,0,26,6872,6872,0,0,6872,0,0,0,0,0,0,0,0,0,0,0,6872,
Nov17,11,2017,Mendocino,23,2017-18,2018,0,48,20,68,15,53,53,0,53,53,0,53,14622,10936,3686,0,14622,*,0,0,0,*,*,0,*,140,0,140,14482,
Nov17,11,2017,Merced,24,2017-18,2018,0,85,*,88,*,82,82,0,82,82,0,82,12659,12659,0,0,12659,0,0,0,0,*,0,0,0,0,0,0,12659,
Nov17,11,2017,Modoc,25,2017-18,2018,0,28,12,40,*,31,31,0,31,31,0,31,7523,7523,0,0,7523,*,0,0,0,0,*,*,0,1773,1773,0,5750,
Nov17,11,2017,Mono,26,2017-18,2018,0,*,*,*,*,*,*,0,*,*,0,*,641,641,0,0,641,0,0,0,0,0,0,0,0,0,0,0,641,
Nov17,11,2017,Monterey,27,2017-18,2018,0,347,116,463,113,350,406,*,404,410,*,404,117711,117409,302,982,116729,*,*,*,0,*,*,*,0,5932,5782,150,111779,
Nov17,11,2017,Napa,28,2017-18,2018,0,14,*,19,*,16,20,0,20,20,0,20,2766,0,2766,0,2766,0,0,0,0,0,0,0,0,0,0,0,2766,
Nov17,11,2017,Nevada,29,2017-18,2018,0,73,12,85,16,69,69,0,69,69,0,69,3046,1787,1259,0,3046,*,*,*,0,0,*,*,0,2818,2788,30,228,
Nov17,11,2017,Orange,30,2017-18,2018,0,4219,1186,5405,1222,4183,4105,61,4044,4169,125,4044,1215118,1203148,11970,27448,1187670,16,30,30,0,53,18,*,14,74144,65780,8364,1140974,
Nov17,11,2017,Placer,31,2017-18,2018,0,328,113,441,135,306,415,*,411,419,*,411,75265,75265,0,1348,73917,0,*,*,0,*,*,*,0,26815,26815,0,48450,
Nov17,11,2017,Plumas,32,2017-18,2018,0,21,*,27,*,22,26,0,26,26,0,26,3511,2764,747,0,3511,0,0,0,0,0,0,0,0,230,0,230,3281,
Nov17,11,2017,Riverside,33,2017-18,2018,0,104,*,113,12,101,102,*,101,103,*,101,22923,0,22923,361,22562,*,*,*,0,0,*,*,0,5049,4951,98,17874,
Nov17,11,2017,Sacramento,34,2017-18,2018,-14,3743,847,4590,1010,3580,4680,18,4662,4698,36,4662,1003023,842302,160721,4247,998776,0,52,49,0,0,48,48,0,131704,131704,0,871319,
Nov17,11,2017,San Benito,35,2017-18,2018,0,85,29,114,25,89,89,0,89,89,0,89,24659,24659,0,0,24659,*,0,0,0,0,*,*,0,10105,10055,50,14554,
Nov17,11,2017,San Bernardino,36,2017-18,2018,0,337,18,355,25,330,323,*,321,325,*,321,81913,81913,0,666,81247,17,*,*,0,*,*,*,*,29152,26819,2333,52761,
Nov17,11,2017,San Diego,37,2017-18,2018,0,3281,792,4073,895,3178,3104,12,3092,3116,24,3092,960624,960624,0,5443,955181,30,30,30,0,63,30,30,0,108859,108859,0,851765,
Nov17,11,2017,San Francisco,38,2017-18,2018,-9,4062,624,4686,628,4058,4704,*,4694,4714,20,4694,1850634,1699933,150701,2637,1847997,27,27,27,0,100,27,27,0,157354,157354,0,1693280,
Nov17,11,2017,San Joaquin,39,2017-18,2018,0,643,233,876,228,648,826,*,818,834,16,818,98931,5440,93491,1704,97227,*,0,0,*,*,*,*,*,7149,4518,2631,91782,
Nov17,11,2017,San Luis Obispo,40,2017-18,2018,0,191,53,244,56,188,241,0,241,241,0,241,68690,68575,115,0,68690,29,*,*,0,24,*,*,0,11098,11098,0,57592,
Nov17,11,2017,San Mateo,41,2017-18,2018,0,314,38,352,49,303,372,0,372,372,0,372,121515,17015,104500,0,121515,*,*,*,0,0,*,*,0,15486,15486,0,106029,
Nov17,11,2017,Santa Barbara,42,2017-18,2018,*,325,167,492,169,323,491,*,489,493,*,489,60084,34784,25300,269,59815,16,0,0,0,19,0,0,0,41,0,41,60043,
Nov17,11,2017,Santa Clara,43,2017-18,2018,*,3030,599,3629,638,2991,3625,12,3613,3637,24,3613,645711,503694,142017,44549,601162,*,16,16,0,41,16,16,0,34695,34695,0,611016,
Nov17,11,2017,Santa Cruz,44,2017-18,2018,0,261,68,329,78,251,239,*,236,242,*,236,55536,55536,0,700,54836,68,*,*,0,*,0,0,0,4471,4283,188,51065,
Nov17,11,2017,Shasta,45,2017-18,2018,0,257,42,299,54,245,292,0,292,292,0,292,83221,83221,0,0,83221,0,*,*,0,*,*,*,*,51856,49595,2261,31365,
Nov17,11,2017,Sierra,46,2017-18,2018,0,*,*,*,*,*,*,0,*,*,0,*,1874,804,1070,0,1874,0,0,0,0,0,0,0,0,0,0,0,1874,
Nov17,11,2017,Siskiyou,47,2017-18,2018,0,32,*,36,*,35,38,0,38,38,0,38,10732,10732,0,0,10732,0,0,0,0,0,0,0,0,180,0,180,10552,
Nov17,11,2017,Solano,48,2017-18,2018,-2,414,206,620,198,422,637,0,637,637,0,637,232648,232648,0,0,232648,12,*,*,0,20,*,*,0,38162,38162,0,194486,
Nov17,11,2017,Sonoma,49,2017-18,2018,0,224,59,283,60,223,283,*,282,284,*,282,49415,22953,26462,197,49218,16,0,0,0,14,*,*,0,9323,9323,0,40092,
Nov17,11,2017,Stanislaus,50,2017-18,2018,0,128,12,140,28,112,159,0,159,159,0,159,63546,63546,0,0,63546,*,*,*,0,*,*,0,*,2764,1430,1334,60782,
Nov17,11,2017,Sutter,51,2017-18,2018,0,0,14,14,14,0,14,0,14,14,0,14,1605,1605,0,0,1605,*,0,0,0,0,0,0,0,20,0,20,1585,
Nov17,11,2017,Tehama,52,2017-18,2018,0,20,*,28,*,19,28,0,28,28,0,28,6369,6369,0,0,6369,*,*,*,0,0,*,0,*,2146,396,1750,4223,
Nov17,11,2017,Trinity,53,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,1620,903,717,0,1620,0,0,0,0,0,0,0,0,0,0,0,1620,
Nov17,11,2017,Tulare,54,2017-18,2018,0,589,82,671,99,572,533,*,529,537,*,529,105648,105648,0,1298,104350,*,*,*,0,14,*,*,0,19726,19726,0,85922,
Nov17,11,2017,Tuolumne,55,2017-18,2018,0,*,0,*,*,*,*,0,*,*,0,*,672,147,525,0,672,0,0,0,0,0,0,0,0,150,0,150,522,
Nov17,11,2017,Ventura,56,2017-18,2018,-2,301,67,368,94,274,373,*,371,375,*,371,83783,2192,81591,836,82947,*,*,*,0,22,55,*,53,11307,9289,2018,72476,
Nov17,11,2017,Yolo,57,2017-18,2018,0,105,22,127,16,111,80,*,78,82,*,78,17326,17326,0,543,16783,0,0,0,0,*,0,0,0,0,0,0,17326,
Nov17,11,2017,Yuba,58,2017-18,2018,0,*,*,18,*,17,19,0,19,19,0,19,3149,2060,1089,0,3149,0,0,0,0,*,*,*,0,753,753,0,2396,
Dec17,12,2017,Statewide,00,2017-18,2018,2663,99711,24130,123841,28190,95651,126185,2617,123568,129008,5440,123568,29173227,28116986,1056241,746502,28426725,6322,783,781,11,1404,819,734,85,*,2936304,*,26168568,
Dec17,12,2017,Alameda,01,2017-18,2018,*,7902,1020,8922,1116,7806,8854,164,8690,9018,328,8690,3076359,3076359,0,86919,2989440,*,61,61,0,188,61,61,0,520640,520640,0,2555719,
Dec17,12,2017,Alpine,02,2017-18,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dec17,12,2017,Amador,03,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,662,662,0,0,662,0,0,0,0,0,0,0,0,0,0,0,662,
Dec17,12,2017,Butte,04,2017-18,2018,0,367,85,452,75,377,452,0,452,452,0,452,154553,154553,0,0,154553,35,12,12,0,0,*,*,*,63951,29345,34606,90602,
Dec17,12,2017,Calaveras,05,2017-18,2018,0,26,*,28,*,20,20,0,20,20,0,20,5523,5523,0,0,5523,*,0,0,0,0,*,*,*,2399,1755,644,3124,
Dec17,12,2017,Colusa,06,2017-18,2018,0,13,0,13,0,13,*,0,*,*,0,*,1840,1058,782,0,1840,0,0,0,0,0,0,0,0,100,0,100,1740,
Dec17,12,2017,Contra Costa,07,2017-18,2018,0,514,176,690,211,479,712,0,712,712,0,712,128217,103349,24868,0,128217,*,14,14,0,51,14,14,0,36175,36175,0,92042,
Dec17,12,2017,Del Norte,08,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,783,0,783,0,783,0,0,0,0,0,0,0,0,0,0,0,783,
Dec17,12,2017,El Dorado,09,2017-18,2018,0,80,40,120,19,101,101,0,101,101,0,101,18136,13555,4581,0,18136,0,0,0,0,0,0,0,0,6888,5547,1341,11248,
Dec17,12,2017,Fresno,10,2017-18,2018,18,2550,534,3084,529,2555,3192,*,3185,3199,14,3185,712896,712896,0,2671,710225,134,23,23,0,92,23,23,0,84190,84190,0,628706,
Dec17,12,2017,Glenn,11,2017-18,2018,0,12,*,15,*,12,15,0,15,15,0,15,4588,3588,1000,0,4588,0,0,0,0,0,0,0,0,0,0,0,4588,
Dec17,12,2017,Humboldt,12,2017-18,2018,0,147,54,201,72,129,201,0,201,201,0,201,64216,63036,1180,0,64216,*,*,*,0,*,13,*,12,14107,5116,8991,50109,
Dec17,12,2017,Imperial,13,2017-18,2018,0,81,12,93,13,80,72,0,72,72,0,72,12162,3222,8940,0,12162,0,0,0,0,0,0,0,0,0,0,0,12162,
Dec17,12,2017,Inyo,14,2017-18,2018,0,29,*,36,*,33,36,0,36,36,0,36,12494,12494,0,0,12494,*,0,0,0,0,0,0,0,0,0,0,12494,
Dec17,12,2017,Kern,15,2017-18,2018,0,847,172,1019,214,805,1030,0,1030,1030,0,1030,277238,255238,22000,0,277238,172,12,12,0,31,12,12,0,33653,33552,101,243585,
Dec17,12,2017,Kings,16,2017-18,2018,0,52,60,112,*,106,106,0,106,106,0,106,14360,0,14360,0,14360,0,0,0,0,0,0,0,0,35,0,35,14325,
Dec17,12,2017,Lake,17,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dec17,12,2017,Lassen,18,2017-18,2018,0,48,18,66,*,56,56,*,55,56,*,55,19305,19305,0,336,18969,*,0,0,0,*,0,0,0,443,0,443,18862,
Dec17,12,2017,Los Angeles,19,2017-18,2018,2688,63106,16169,79275,19973,59302,84336,2284,82052,86825,4773,82052,17322160,17194431,127729,553263,16768897,5618,377,377,0,633,377,377,0,1382594,1382594,0,15939566,
Dec17,12,2017,Madera,20,2017-18,2018,0,136,17,153,16,137,120,*,115,125,*,115,27176,27176,0,2164,25012,0,0,0,0,0,*,*,0,2168,2168,0,25008,
Dec17,12,2017,Marin,21,2017-18,2018,-63,571,43,614,50,564,546,0,546,546,0,546,199136,199136,0,0,199136,*,*,*,0,*,*,*,*,35852,35267,585,163284,
Dec17,12,2017,Mariposa,22,2017-18,2018,0,0,27,27,27,0,27,0,27,27,0,27,6921,6921,0,0,6921,0,0,0,0,0,0,0,0,0,0,0,6921,
Dec17,12,2017,Mendocino,23,2017-18,2018,0,53,*,63,15,48,48,0,48,48,0,48,12478,9245,3233,0,12478,*,*,*,0,*,*,*,0,5211,5106,105,7267,
Dec17,12,2017,Merced,24,2017-18,2018,0,82,*,86,*,80,80,0,80,80,0,80,12593,12593,0,0,12593,*,*,0,0,0,*,*,0,4490,4490,0,8103,
Dec17,12,2017,Modoc,25,2017-18,2018,0,31,11,42,14,28,28,0,28,28,0,28,6545,6545,0,0,6545,*,0,0,0,0,0,0,0,0,0,0,6545,
Dec17,12,2017,Mono,26,2017-18,2018,0,*,*,*,0,*,*,0,*,*,0,*,909,909,0,0,909,0,0,0,0,0,0,0,0,0,0,0,909,
Dec17,12,2017,Monterey,27,2017-18,2018,0,350,75,425,69,356,405,*,404,406,*,404,117409,117409,0,680,116729,*,*,*,0,*,*,*,0,15932,15757,175,101477,
Dec17,12,2017,Napa,28,2017-18,2018,0,16,*,19,*,17,20,0,20,20,0,20,2485,0,2485,0,2485,*,0,0,0,0,0,0,0,0,0,0,2485,
Dec17,12,2017,Nevada,29,2017-18,2018,0,69,13,82,13,69,69,0,69,69,0,69,10979,10979,0,0,10979,0,*,*,0,0,*,*,0,5184,5154,30,5795,
Dec17,12,2017,Orange,30,2017-18,2018,0,4183,1146,5329,1244,4085,4029,64,3965,4095,130,3965,1204731,1191387,13344,29613,1175118,14,24,24,0,54,12,*,*,65921,58458,7463,1138810,
Dec17,12,2017,Placer,31,2017-18,2018,0,306,142,448,124,324,422,*,419,425,*,419,77266,77266,0,1257,76009,0,*,*,0,11,*,*,0,3335,3335,0,73931,
Dec17,12,2017,Plumas,32,2017-18,2018,0,22,*,31,*,24,29,0,29,29,0,29,4621,3632,989,0,4621,0,0,0,0,0,*,0,*,202,0,202,4419,
Dec17,12,2017,Riverside,33,2017-18,2018,0,101,11,112,11,101,101,*,100,102,*,100,21965,0,21965,361,21604,0,0,0,0,0,0,0,0,55,0,55,21910,
Dec17,12,2017,Sacramento,34,2017-18,2018,*,3590,991,4581,945,3636,4657,25,4632,4682,50,4632,975340,810600,164740,6611,968729,0,56,56,0,0,42,42,0,97511,97511,0,877829,
Dec17,12,2017,San Benito,35,2017-18,2018,0,89,25,114,21,93,93,0,93,93,0,93,26488,26488,0,0,26488,*,0,0,0,0,*,*,*,14700,14439,261,11788,
Dec17,12,2017,San Bernardino,36,2017-18,2018,0,330,15,345,26,319,304,*,301,307,*,301,75659,75659,0,716,74943,13,*,*,0,*,*,*,*,12708,11155,1553,62951,
Dec17,12,2017,San Diego,37,2017-18,2018,0,3178,871,4049,877,3172,3082,15,3067,3097,30,3067,953977,953977,0,6989,946988,34,41,41,0,56,41,41,0,143826,143826,0,810151,
Dec17,12,2017,San Francisco,38,2017-18,2018,*,4060,621,4681,676,4005,4686,*,4677,4695,18,4677,1842296,1687096,155200,4002,1838294,34,34,34,0,86,34,34,0,99066,99066,0,1743230,
Dec17,12,2017,San Joaquin,39,2017-18,2018,0,648,236,884,197,687,819,*,814,824,*,814,97168,8330,88838,1089,96079,11,0,0,11,*,13,11,*,40478,36026,4452,56690,
Dec17,12,2017,San Luis Obispo,40,2017-18,2018,0,188,46,234,58,176,234,*,232,236,*,232,73924,73789,135,277,73647,35,*,*,0,14,*,*,0,28884,28884,0,45040,
Dec17,12,2017,San Mateo,41,2017-18,2018,0,303,45,348,58,290,366,0,366,366,0,366,125030,20890,104140,0,125030,*,*,*,0,0,*,*,0,20983,20983,0,104047,
Dec17,12,2017,Santa Barbara,42,2017-18,2018,*,324,186,510,158,352,515,*,511,519,*,511,63264,35941,27323,967,62297,22,*,*,0,19,*,*,*,3200,2901,299,60064,
Dec17,12,2017,Santa Clara,43,2017-18,2018,*,2993,622,3615,644,2971,3604,17,3587,3621,34,3587,651480,504216,147264,46451,605029,15,31,31,0,33,31,31,0,53744,53744,0,597736,
Dec17,12,2017,Santa Cruz,44,2017-18,2018,0,251,82,333,84,249,246,*,244,248,*,244,58424,58424,0,656,57768,82,*,*,0,*,*,*,0,32153,32023,130,26271,
Dec17,12,2017,Shasta,45,2017-18,2018,0,245,46,291,42,249,308,0,308,308,0,308,87161,87161,0,0,87161,0,15,15,0,*,*,*,*,47189,43675,3514,39972,
Dec17,12,2017,Sierra,46,2017-18,2018,0,*,0,*,*,*,*,0,*,*,0,*,1012,536,476,0,1012,0,0,0,0,0,*,*,0,1986,1986,0,-974,
Dec17,12,2017,Siskiyou,47,2017-18,2018,0,35,*,38,*,28,38,0,38,38,0,38,11925,11925,0,0,11925,0,0,0,0,0,*,*,0,5214,5099,115,6711,
Dec17,12,2017,Solano,48,2017-18,2018,*,424,197,621,216,405,637,0,637,637,0,637,231587,231587,0,0,231587,*,*,*,0,25,*,*,0,58556,58556,0,173031,
Dec17,12,2017,Sonoma,49,2017-18,2018,0,223,65,288,81,207,288,0,288,288,0,288,57729,25152,32577,0,57729,16,0,0,0,13,*,*,0,12115,12115,0,45614,
Dec17,12,2017,Stanislaus,50,2017-18,2018,0,112,19,131,19,112,145,0,145,145,0,145,86344,86344,0,0,86344,*,*,*,0,*,*,*,0,25150,24175,975,61194,
Dec17,12,2017,Sutter,51,2017-18,2018,0,0,12,12,12,0,12,0,12,12,0,12,5733,5733,0,0,5733,*,0,0,0,0,0,0,0,0,0,0,5733,
Dec17,12,2017,Tehama,52,2017-18,2018,0,19,*,27,*,19,27,0,27,27,0,27,6484,6484,0,0,6484,*,*,*,0,0,0,0,0,8714,8434,280,-2230,
Dec17,12,2017,Trinity,53,2017-18,2018,0,*,*,*,0,*,*,0,*,*,0,*,1538,750,788,0,1538,0,0,0,0,*,*,0,*,*,0,*,1528,
Dec17,12,2017,Tulare,54,2017-18,2018,0,572,73,645,101,544,516,*,514,518,*,514,101574,101574,0,519,101055,*,*,*,0,20,*,*,0,10244,10244,0,91330,
Dec17,12,2017,Tuolumne,55,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,672,147,525,0,672,0,0,0,0,0,0,0,0,100,0,100,572,
Dec17,12,2017,Ventura,56,2017-18,2018,*,276,76,352,76,276,356,*,355,357,*,355,87111,2263,84848,418,86693,*,*,*,0,30,50,*,48,3075,1285,1790,84036,
Dec17,12,2017,Yolo,57,2017-18,2018,0,111,16,127,21,106,80,*,78,82,*,78,17057,17057,0,543,16514,0,*,*,0,*,*,*,0,1024,1024,0,16033,
Dec17,12,2017,Yuba,58,2017-18,2018,0,17,*,26,*,18,26,0,26,26,0,26,3544,2396,1148,0,3544,0,0,0,0,*,*,*,0,504,504,0,3040,
Jan18,1,2018,Statewide,00,2017-18,2018,3220,97712,26847,124559,25557,99002,127956,2635,125321,130823,5502,125321,29108140,28043793,1064347,740150,28367990,7761,854,853,*,1497,905,830,75,*,3065261,71326,25971553,
Jan18,1,2018,Alameda,01,2017-18,2018,1159,7806,1155,8961,1117,7844,8899,155,8744,9054,310,8744,3053837,3053837,0,83562,2970275,11,63,63,0,242,63,63,0,461061,461061,0,2592776,
Jan18,1,2018,Alpine,02,2017-18,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jan18,1,2018,Amador,03,2017-18,2018,0,*,*,*,0,*,*,0,*,*,0,*,1289,1289,0,0,1289,0,0,0,0,0,0,0,0,0,0,0,1289,
Jan18,1,2018,Butte,04,2017-18,2018,0,377,77,454,80,374,454,0,454,454,0,454,150515,150515,0,0,150515,31,14,14,0,0,14,11,*,87368,49236,38132,63147,
Jan18,1,2018,Calaveras,05,2017-18,2018,0,20,*,21,*,19,19,0,19,19,0,19,4676,4676,0,0,4676,0,0,0,0,0,*,*,0,8385,7895,490,-3709,
Jan18,1,2018,Colusa,06,2017-18,2018,0,13,*,20,*,16,14,*,12,16,*,12,3513,2532,981,812,2701,0,0,0,0,0,0,0,0,413,0,413,3100,
Jan18,1,2018,Contra Costa,07,2017-18,2018,-4,475,226,701,151,550,721,0,721,721,0,721,129519,106457,23062,0,129519,*,18,18,0,62,18,18,0,65019,65019,0,64500,
Jan18,1,2018,Del Norte,08,2017-18,2018,0,*,0,*,0,*,*,0,*,*,0,*,1148,0,1148,0,1148,0,0,0,0,0,0,0,0,0,0,0,1148,
Jan18,1,2018,El Dorado,09,2017-18,2018,0,101,*,106,22,84,84,0,84,84,0,84,9733,6370,3363,0,9733,0,0,0,0,0,0,0,0,360,0,360,9373,
Jan18,1,2018,Fresno,10,2017-18,2018,22,2577,458,3035,504,2531,3131,*,3124,3138,14,3124,697216,697216,0,2671,694545,111,61,61,0,90,61,61,0,149182,149182,0,548034,
Jan18,1,2018,Glenn,11,2017-18,2018,0,12,*,17,*,13,17,0,17,17,0,17,7818,4818,3000,0,7818,0,0,0,0,0,0,0,0,0,0,0,7818,
Jan18,1,2018,Humboldt,12,2017-18,2018,0,129,73,202,64,138,202,0,202,202,0,202,62711,62296,415,0,62711,*,*,*,0,0,*,0,*,12433,8001,4432,50278,
Jan18,1,2018,Imperial,13,2017-18,2018,0,80,*,87,*,79,72,0,72,72,0,72,12749,3227,9522,0,12749,0,0,0,0,0,0,0,0,0,0,0,12749,
Jan18,1,2018,Inyo,14,2017-18,2018,0,33,*,39,*,34,39,0,39,39,0,39,12866,12866,0,0,12866,*,0,0,0,0,0,0,0,0,0,0,12866,
Jan18,1,2018,Kern,15,2017-18,2018,0,805,138,943,209,734,1047,0,1047,1047,0,1047,281818,260111,21707,0,281818,138,14,14,0,21,15,14,*,25786,25321,465,256032,
Jan18,1,2018,Kings,16,2017-18,2018,0,106,*,112,0,112,106,0,106,106,0,106,13851,0,13851,0,13851,0,0,0,0,0,0,0,0,25,0,25,13826,
Jan18,1,2018,Lake,17,2017-18,2018,0,*,0,*,*,*,*,0,*,*,0,*,97,97,0,0,97,0,0,0,0,0,0,0,0,0,0,0,97,
Jan18,1,2018,Lassen,18,2017-18,2018,0,56,*,63,16,47,47,*,46,47,*,46,17308,17308,0,336,16972,*,0,0,0,*,0,0,0,1062,672,390,16246,
Jan18,1,2018,Los Angeles,19,2017-18,2018,2076,61378,18366,79744,17531,62213,85802,2309,83493,88341,4848,83493,17240023,17084921,155102,549919,16690104,7082,445,445,0,665,445,445,0,1625965,1625965,0,15614058,
Jan18,1,2018,Madera,20,2017-18,2018,0,137,*,141,*,139,113,*,108,118,*,108,26759,26759,0,2297,24462,0,0,0,0,0,*,*,0,6389,6389,0,20370,
Jan18,1,2018,Marin,21,2017-18,2018,-23,541,127,668,122,546,600,0,600,600,0,600,218788,218788,0,0,218788,*,*,*,0,*,*,*,0,38299,37814,485,180489,
Jan18,1,2018,Mariposa,22,2017-18,2018,0,0,35,35,35,0,35,0,35,35,0,35,7869,7869,0,0,7869,0,0,0,0,0,0,0,0,0,0,0,7869,
Jan18,1,2018,Mendocino,23,2017-18,2018,0,48,16,64,18,46,48,*,46,50,*,46,9382,6790,2592,157,9225,*,*,*,0,*,0,0,0,1278,1188,90,8104,
Jan18,1,2018,Merced,24,2017-18,2018,0,80,*,87,*,82,82,0,82,82,0,82,12608,12608,0,0,12608,*,*,0,0,0,*,*,0,83,83,0,12525,
Jan18,1,2018,Modoc,25,2017-18,2018,0,28,16,44,12,32,32,0,32,32,0,32,7220,7220,0,0,7220,*,0,0,0,0,*,*,0,1182,1182,0,6038,
Jan18,1,2018,Mono,26,2017-18,2018,0,*,*,*,*,*,*,0,*,*,0,*,855,855,0,0,855,0,0,0,0,0,0,0,0,0,0,0,855,
Jan18,1,2018,Monterey,27,2017-18,2018,0,356,72,428,69,359,414,*,412,414,*,412,124123,124123,0,680,123443,13,*,*,0,*,*,*,0,22521,22366,155,101602,
Jan18,1,2018,Napa,28,2017-18,2018,0,17,0,17,*,12,18,0,18,18,0,18,918,0,918,0,918,0,0,0,0,0,0,0,0,0,0,0,918,
Jan18,1,2018,Nevada,29,2017-18,2018,0,69,*,76,*,74,76,0,76,76,0,76,9103,8668,435,0,9103,0,0,0,0,0,0,0,0,0,0,0,9103,
Jan18,1,2018,Orange,30,2017-18,2018,0,4085,1277,5362,1167,4195,4070,60,4010,4132,122,4010,1191956,1178931,13025,28356,1163600,17,18,18,0,46,15,*,*,62542,54710,7832,1129414,
Jan18,1,2018,Placer,31,2017-18,2018,0,324,154,478,144,334,452,*,448,456,*,448,79430,79430,0,1420,78010,0,*,*,0,14,*,*,0,10454,10454,0,68976,
Jan18,1,2018,Plumas,32,2017-18,2018,0,24,*,33,*,27,30,0,30,30,0,30,4589,3331,1258,0,4589,0,0,0,0,0,0,0,0,265,0,265,4324,
Jan18,1,2018,Riverside,33,2017-18,2018,0,101,*,109,11,98,98,*,97,99,*,97,29098,0,29098,391,28707,*,0,0,0,0,0,0,0,95,0,95,29003,
Jan18,1,2018,Sacramento,34,2017-18,2018,-8,3628,1041,4669,964,3705,4754,26,4728,4780,52,4728,1091172,926266,164906,7989,1083183,0,53,53,0,0,34,34,0,69165,69165,0,1022007,
Jan18,1,2018,San Benito,35,2017-18,2018,0,93,33,126,31,95,95,*,94,96,*,94,25992,25992,0,454,25538,*,0,0,0,0,0,0,0,0,0,0,25992,
Jan18,1,2018,San Bernardino,36,2017-18,2018,0,319,18,337,29,308,295,*,293,297,*,293,74501,74501,0,592,73909,*,*,*,0,*,*,*,0,35857,34029,1828,38644,
Jan18,1,2018,San Diego,37,2017-18,2018,0,3172,915,4087,858,3229,3120,13,3107,3135,28,3107,950833,950833,0,5313,945520,37,36,36,0,73,36,36,0,117988,117988,0,832845,
Jan18,1,2018,San Francisco,38,2017-18,2018,*,4008,635,4643,612,4031,4649,*,4641,4657,16,4641,1822954,1672600,150354,3547,1819407,31,31,31,0,99,31,31,0,108002,108002,0,1714952,
Jan18,1,2018,San Joaquin,39,2017-18,2018,0,687,237,924,239,685,866,*,860,872,12,860,107735,4966,102769,1230,106505,13,0,0,13,*,12,12,0,20197,17642,2555,87538,
